,nuevosCasos,Semana,Anho,Fecha,Temperatura,Humedad
132,0,29,2017,2017-07-30,18.61175070392857,74.71822194875001
133,1,30,2017,2017-08-06,18.521696149821427,75.41048821607143
134,0,31,2017,2017-08-13,18.465808182321428,74.31032440214288
135,0,32,2017,2017-08-20,18.13330359625,75.18041966839287
136,0,33,2017,2017-08-27,18.285748052678567,70.34483251785716
137,0,34,2017,2017-09-03,18.1834745875,70.59639216446428
138,0,35,2017,2017-09-10,18.26279022285715,73.03585643750003
139,0,36,2017,2017-09-17,17.807884395892856,74.85213518946429
140,0,37,2017,2017-09-24,18.20591627017857,70.05467295410715
141,0,38,2017,2017-10-01,18.15107494553571,73.48777102946431
142,0,39,2017,2017-10-08,19.061119560535708,66.5251374980357
143,0,40,2017,2017-10-15,19.218171710357147,71.21866502874998
144,0,41,2017,2017-10-22,19.171716046249994,71.0324925975
145,0,42,2017,2017-10-29,19.394635980178577,69.82585901803573
146,0,43,2017,2017-11-05,19.858123129464282,69.56001721642856
147,1,44,2017,2017-11-12,19.0722896525,72.46800882232142
148,1,45,2017,2017-11-19,19.148257614107145,70.85750250196428
149,2,46,2017,2017-11-26,19.52810048267857,73.32477706553568
150,0,47,2017,2017-12-03,20.20251765125,75.53635932821426
151,1,48,2017,2017-12-10,21.006164184821426,73.08725812017856
152,0,49,2017,2017-12-17,21.23258441875,74.69282842732143
153,1,50,2017,2017-12-24,21.631431199464288,76.35111804607142
154,1,51,2017,2017-12-31,22.466341611071435,75.7916342975
155,1,52,2017,2018-01-07,22.50094991357143,76.09684710607144
156,0,1,2018,2018-01-21,23.305773218928557,74.24129250821426
157,0,2,2018,2018-01-28,23.462392084285717,76.76040565285712
158,1,3,2018,2018-02-04,23.6981192075,73.5170184835714
159,0,4,2018,2018-02-11,23.997687265535717,77.10533363196426
160,0,5,2018,2018-02-18,23.913546881785717,76.21180102392853
161,0,6,2018,2018-02-25,24.614096041607148,72.40231138732142
162,0,7,2018,2018-03-04,25.12424160982143,72.5757371317857
163,0,8,2018,2018-03-11,25.463372824642853,70.20296448839287
164,0,9,2018,2018-03-18,25.30061160428573,69.79244992589285
165,0,10,2018,2018-03-25,24.49858207071428,75.04365846142856
166,0,11,2018,2018-04-01,24.752455269107145,70.74405264696429
167,0,12,2018,2018-04-08,24.267364761071445,72.20322952589288
168,0,13,2018,2018-04-15,24.00020015732143,71.66290299732141
169,0,14,2018,2018-04-22,24.041666888035717,69.62124073857143
170,0,15,2018,2018-04-29,23.94828102357143,67.56017441339284
171,0,16,2018,2018-05-06,22.54237975375,77.0412099098214
172,0,17,2018,2018-05-13,23.1513833375,76.31823383607143
173,3,18,2018,2018-05-20,21.92501153446429,76.44654697
174,5,19,2018,2018-05-27,21.14536345696428,77.14086639303572
175,1,20,2018,2018-06-03,20.672693865357143,75.94966000875
176,0,21,2018,2018-06-10,20.15084725732144,77.04874861357143
177,0,22,2018,2018-06-17,19.630675264107147,73.2947199832143
178,0,23,2018,2018-06-24,19.235328245357145,77.03667473964283
179,0,24,2018,2018-07-01,18.62989134571428,74.70624768
180,0,25,2018,2018-07-08,17.977057367142855,72.67963454357142
181,0,26,2018,2018-07-15,17.920666327499994,75.22001332928572
182,0,27,2018,2018-07-22,18.246959824464284,75.82493265803569
183,0,28,2018,2018-07-29,18.357550828928574,69.58188879410713
184,0,29,2018,2018-08-05,17.81257112892857,73.14157159285716
185,0,30,2018,2018-08-12,17.77662874285714,73.9841561405357
186,0,31,2018,2018-08-19,17.485068878571425,70.07531855732142
187,0,32,2018,2018-08-26,17.745964675000003,69.89000175410716
188,0,33,2018,2018-09-02,17.39826470285714,68.88432281982143
189,0,34,2018,2018-09-09,17.6686774925,68.0588558873214
190,0,35,2018,2018-09-16,17.486855763928567,69.88599901857141
191,0,36,2018,2018-09-23,18.420108862142857,71.80926283607144
192,0,37,2018,2018-09-30,17.959691593392858,71.30987619803572
193,0,38,2018,2018-10-07,18.409680051607136,70.09985544339285
194,0,39,2018,2018-10-14,19.315571530892857,69.35752138625001
195,0,40,2018,2018-10-21,19.84836076214285,69.85124757339285
196,0,41,2018,2018-10-28,19.208347247678567,77.96213782142857
197,0,42,2018,2018-11-04,18.86851420821429,75.90407441089287
198,0,43,2018,2018-11-11,19.429111855,73.69312605553571
199,0,44,2018,2018-11-18,20.34592916875,71.79429987714288
200,0,45,2018,2018-11-25,20.977406181428574,74.37628791410714
201,0,46,2018,2018-12-02,20.460159409999992,75.99487859232143
202,0,47,2018,2018-12-09,20.99556902910714,74.38396317374998
203,1,48,2018,2018-12-16,20.96909247214285,77.89387099999998
204,0,49,2018,2018-12-23,21.336003881071434,79.94178904303571
205,0,50,2018,2018-12-30,22.24977008714286,77.0523251175
206,0,51,2018,2019-01-06,23.06632889357142,75.72284973571429
207,0,52,2018,2019-01-13,22.754576179821424,78.0927179214286
208,0,1,2019,2019-01-27,23.279515355357127,77.37495279053573
209,0,2,2019,2019-02-03,24.884273805714287,68.44363732285717
210,0,3,2019,2019-02-10,23.557959954642854,80.18757083964286
211,1,4,2019,2019-02-17,24.678507880000005,77.44541442999999
212,1,5,2019,2019-02-24,26.188793911607146,68.61776666571426
213,1,6,2019,2019-03-03,25.79277101107143,78.06497734267859
214,8,7,2019,2019-03-10,25.703626244107145,78.18665172160716
215,6,8,2019,2019-03-17,26.540251729464288,68.09675668749999
216,8,9,2019,2019-03-24,26.94832867285714,65.25015291999999
217,12,10,2019,2019-03-31,25.912125940000006,73.93971188428574
218,1,11,2019,2019-04-07,25.811431304285716,73.87925022267856
219,4,12,2019,2019-04-14,24.571218560535716,73.27344711232142
220,0,13,2019,2019-04-21,23.638817215,77.37445828857143
221,0,14,2019,2019-04-28,23.439886413571443,74.37753595767856
222,0,15,2019,2019-05-05,23.34759826946428,73.5028701775
223,0,16,2019,2019-05-12,22.670126208928565,77.81897406517858
224,2,17,2019,2019-05-19,23.20773094928571,74.69752638839286
225,1,18,2019,2019-05-26,21.875422604107147,76.09242670339286
226,0,19,2019,2019-06-02,21.199892357321428,78.84714373625
227,0,20,2019,2019-06-09,21.25600874875,75.3014048007143
228,0,21,2019,2019-06-16,20.11552456964285,75.47513777839283
229,0,22,2019,2019-06-23,19.182204544821435,76.52402688625
230,0,23,2019,2019-06-30,19.08637764821429,77.21392542571427
231,0,24,2019,2019-07-07,18.111106314642857,77.5551301044643
232,0,25,2019,2019-07-14,16.527032326249998,82.95709551053572
233,0,26,2019,2019-07-21,16.49620144214286,82.68673919214288
234,0,27,2019,2019-07-28,16.652900062678572,82.75849743285714
235,0,28,2019,2019-08-04,16.783325781964287,83.03220821964288
236,0,29,2019,2019-08-11,16.224710710714287,81.98410475874998
237,0,30,2019,2019-08-18,15.433999590357145,82.04612235017858
238,0,31,2019,2019-08-25,15.016719862678572,82.88551233839284
239,0,32,2019,2019-09-01,15.300070253571427,82.6178600951786
240,0,33,2019,2019-09-08,15.482160959821432,82.57637094517858
241,0,34,2019,2019-09-15,16.283672877142866,80.24016270607143
242,0,35,2019,2019-09-22,16.249683385,80.15394943696428
243,0,36,2019,2019-09-29,16.652767487857133,80.57289959517857
244,0,37,2019,2019-10-06,16.17837875232143,81.19028832696428
245,0,38,2019,2019-10-13,16.37875878785714,82.22608763624999
246,0,39,2019,2019-10-20,17.541918557499994,79.96942208410717
247,0,40,2019,2019-10-27,17.41046583982143,79.98666322928571
248,0,41,2019,2019-11-03,16.645483794464287,78.92424523000003
249,0,42,2019,2019-11-10,17.83389037785714,75.89203021732145
250,0,43,2019,2019-11-17,17.641558746250013,76.30277925875002
251,0,44,2019,2019-11-24,18.506721454642864,75.09374748910716
252,0,45,2019,2019-12-01,18.85984541142857,75.32265698249998
253,0,46,2019,2019-12-08,19.493691344107138,76.28315284499998
254,0,47,2019,2019-12-15,19.470686910178575,77.45272997803572
255,0,48,2019,2019-12-22,20.81320588678572,74.04630907910716
256,0,49,2019,2019-12-29,21.297129713571426,74.76624113482143
257,0,50,2019,2020-01-05,21.14495302839286,76.71441315464286
258,0,51,2019,2020-01-12,21.148059394642857,74.85842542946429
259,1,52,2019,2020-01-19,22.058844528035713,73.13433051535716
260,0,1,2020,2020-02-02,23.32158298667209,73.33467368182896
261,0,2,2020,2020-02-09,22.87003729344116,75.92623212787556
262,0,3,2020,2020-02-16,22.79722533053857,76.89951409566542
263,0,4,2020,2020-02-23,25.131951762160746,68.37047608809084
264,2,5,2020,2020-03-01,24.840180354870967,71.2858509630839
265,1,6,2020,2020-03-08,24.29284635319296,71.28291944407354
266,1,7,2020,2020-03-15,24.069401889465908,72.00700614387607
267,6,8,2020,2020-03-22,25.351294675623212,69.12279883187864
268,3,9,2020,2020-03-29,25.75600641633676,68.72238893989653
269,2,10,2020,2020-04-05,25.200229228961373,68.57153364846151
270,6,11,2020,2020-04-12,25.634353721105093,63.38523074333774
271,7,12,2020,2020-04-19,25.467885963803987,68.05650750457707
272,20,13,2020,2020-04-26,24.26939691810682,69.52204501497734
273,10,14,2020,2020-05-03,23.70911762084383,69.85022987758893
274,27,15,2020,2020-05-10,23.44903167154936,73.02662121699096
275,42,16,2020,2020-05-17,23.34010925012744,70.91028405722365
276,47,17,2020,2020-05-24,21.547024616187787,69.83891894641746
277,55,18,2020,2020-05-31,21.411213012073482,71.20391207132056
278,32,19,2020,2020-06-07,21.100658478167336,73.69090397702995
279,37,20,2020,2020-06-14,19.9398524492426,77.3862155144153
280,21,21,2020,2020-06-21,18.1213038836704,80.06523669671938
281,7,22,2020,2020-06-28,19.254872654585206,81.00747176794859
282,7,23,2020,2020-07-05,18.30132696376727,81.1856732992408
283,9,24,2020,2020-07-12,17.222741002625735,80.13604425773381
284,3,25,2020,2020-07-19,17.179248130403018,82.03040898115441
285,0,26,2020,2020-07-26,16.934600863795367,81.42456191574283
286,0,27,2020,2020-08-02,16.286966048373408,80.766759821077
287,1,28,2020,2020-08-09,15.91947869525733,81.13113373550172
288,1,29,2020,2020-08-16,16.16098183785211,79.89144843358612
289,0,30,2020,2020-08-23,16.103313468379692,81.87376161055984
290,0,31,2020,2020-08-30,15.736560339394435,80.6368791379423
291,1,32,2020,2020-09-06,15.536885158427145,82.16735342929154
292,0,33,2020,2020-09-13,15.531009310368614,79.96567576310842
293,2,34,2020,2020-09-20,15.645309747076693,79.2597134307147
294,0,35,2020,2020-09-27,16.3145948608644,81.91135518486952
295,0,36,2020,2020-10-04,15.51787835567671,81.03313386981657
296,0,37,2020,2020-10-11,16.112815465741534,79.53813513906923
297,0,38,2020,2020-10-18,16.708466682227904,78.07965129704225
298,1,39,2020,2020-10-25,17.102905184585687,76.64614766277727
299,0,40,2020,2020-11-01,16.993556195121645,79.30236943150939
300,1,41,2020,2020-11-08,18.04166610180915,75.62027618289106
301,0,42,2020,2020-11-15,18.12926421439997,76.33606814146994
302,1,43,2020,2020-11-22,18.204297388698865,75.93831318067039
303,0,44,2020,2020-11-29,18.632836179358552,75.99011498341659
304,2,45,2020,2020-12-06,17.530961634541942,77.77126077380504
305,2,46,2020,2020-12-13,18.259387380213337,75.96727285467851
306,3,47,2020,2020-12-20,19.071989339597273,72.92764925485406
307,0,48,2020,2020-12-27,19.1140881344208,72.71575306208881
308,1,49,2020,,20.097566338698734,74.6909251049581
309,1,50,2020,,20.64764513720917,75.38518722398403
310,1,51,2020,,21.00557641728028,76.12385738569654
311,1,52,2020,,21.050672826159424,76.14214366772529
