Fecha,temp_mean,temp_max,temp_min,temp_sum,Semana,Anho
2018-12-16,22.24977008714286,26.20617002,19.201,1245.9871248800002,50,2018
2018-12-23,23.06632889357142,25.95425995,20.61794531,1291.7144180399996,51,2018
2018-12-30,22.754576179821424,25.57552893,20.292630499999998,1274.2562660699998,52,2018
2019-01-06,23.27951535535713,26.5392767,21.06374747,1303.6528598999994,1,2019
2019-01-13,24.884273805714287,28.47057396,21.22707706,1393.51933312,2,2019
2019-01-20,23.557959954642854,27.14674259,21.51769893,1319.2457574599998,3,2019
2019-01-27,24.678507880000005,28.15939935,21.78868599,1381.9964412800002,4,2019
2019-02-03,26.188793911607146,29.75259812,23.26131567,1466.5724590500001,5,2019
2019-02-10,25.792771011071427,28.71056407,23.72331257,1444.3951766199998,6,2019
2019-02-17,25.703626244107152,28.78024698,23.58205805,1439.4030696700006,7,2019
2019-02-24,26.54025172946429,30.75407753,23.85869192,1486.2540968500002,8,2019
2019-03-03,26.94832867285714,29.59462012,24.68507286,1509.1064056799999,9,2019
2019-03-10,25.912125940000003,28.99418037,23.55470358,1451.07905264,10,2019
2019-03-17,25.81143130428572,28.63756819,23.01935336,1445.4401530400003,11,2019
2019-03-24,24.57121856053572,27.84428483,21.975287899999998,1375.9882393900002,12,2019
2019-03-31,23.638817215,26.30093032,21.17796184,1323.77376404,13,2019
2019-04-07,23.439886413571436,27.02372454,20.59290506,1312.6336391600005,14,2019
2019-04-14,23.34759826946428,27.14115774,20.48291393,1307.4655030899999,15,2019
2019-04-21,22.670126208928565,25.7786497,20.27779787,1269.5270676999996,16,2019
2019-04-28,23.207730949285708,26.25972592,20.55738883,1299.6329331599995,17,2019
2019-05-05,21.875422604107143,24.59374013,19.43597409,1225.02366583,18,2019
2019-05-12,21.199892357321424,24.88454272,18.44386563,1187.1939720099997,19,2019
2019-05-19,21.25600874875,25.45296777,17.96955122,1190.33648993,20,2019
2019-05-26,20.115524569642854,22.33538665,17.26912209,1126.4693759,21,2019
2019-06-02,19.182204544821435,21.70552132,16.523812,1074.2034545100003,22,2019
2019-06-09,19.086377648214288,21.82376645,17.07481334,1068.8371483,23,2019
2019-06-16,18.11110631464286,22.16963338,15.27183361,1014.2219536200001,24,2019
2019-06-23,16.527032326249998,19.16595424,14.28519825,925.5138102699999,25,2019
2019-06-30,16.49620144214286,19.46484004,14.63508917,923.7872807600002,26,2019
2019-07-07,16.65290006267857,19.84949595,14.98453342,932.5624035099999,27,2019
2019-07-14,16.783325781964287,19.63689958,15.35874543,939.86624379,28,2019
2019-07-21,16.224710710714287,19.20729452,14.10422265,908.5837998000001,29,2019
2019-07-28,15.433999590357145,18.22299117,12.85872902,864.3039770600001,30,2019
2019-08-04,15.016719862678572,17.8954199,13.03936919,840.9363123100001,31,2019
2019-08-11,15.300070253571429,17.996283899999998,13.33591425,856.8039342,32,2019
2019-08-18,15.482160959821433,18.24239333,13.02151968,867.0010137500003,33,2019
